Country,Year,complexity_HH,population,GDP_pc_PPP,ind_output_meur,Unemployment_rate,Current_account_balance_to_GDP,exp_to_gdp,Public_debt_to_GDP,Adjusted_wage_share,employm_indus,fdi_in_gdp,Private_sector_debt_to_GDP,Tax_Wealth,finance_share_GO,Capital_accumulation,GDP_growth,Gini_net,size_of_finance,FDI_assets_stock,FDI_liabilities_stock
SWE,2005,2.02871,9030.163,28900,189504.3,7.7,7.1790069,45.87325511,48.2096,60.2826665,21.97999954,5.34201209,213.58,0.172,0.019075285,6.19919147,2.818329618,23.87684822,1.9075285,207830.7197,171893.848
SWE,2006,1.96475,9087.251,31000,206876.9,7.1,8.7499165,48.18999568,43.1653,58.9432713,21.85000038,5.250230933,216.43,0.198,0.018980456,6.630127053,4.688127152,24.660429,1.8980456,262368.1604,227113.8046
SWE,2007,1.94439,9153.316,33500,221300.4,6.1,8.6472071,48.25806561,38.2849,59.7307062,21.56999969,9.459197008,233.19,0,0.017213988,6.988852393,3.404948895,25.54529572,1.7213988,331639.0171,293906.6983
SWE,2008,1.8912,9226.333,33100,218104.5,6.2,8.1434078,49.81309771,36.8432,61.0613589,21.22999954,8.062125152,258.5,0,0.01709929,6.865179058,-0.557047628,25.44288254,1.709929,322894.5279,278723.7856
SWE,2009,1.74779,9303.432,30200,166259.5,8.3,6.7526955,44.45230346,40.4033,63.1865218,20.09000015,2.085587092,274.89,0,0.017168349,5.872796716,-5.18465903,25.39058304,1.7168349,353404.061,332185.7655
SWE,2010,1.68883,9382.297,31800,208463,8.6,6.6550682,46.18519236,37.6289,60.6047367,19.85000038,0.127995639,261.98,0,0.020189897,6.13115873,5.988926547,24.80876732,2.0189897,372955.5718,347163.3605
SWE,2011,1.86356,9462.352,33000,230496.2,7.8,5.2557351,46.68289496,36.9406,61.2143472,19.84000015,1.239430649,265.55,0,0.018591686,6.364207528,2.664407951,24.82638359,1.8591686,376677.1201,344099.9172
SWE,2012,1.70885,9543.457,33800,230334,8,5.7034303,46.3231383,37.7854,63.2110501,19.54000092,0.785748042,267.34,0,0.018535192,6.247301699,-0.286320615,24.65856934,1.8535192,,
SWE,2013,1.82719,9624.247,33500,222903.9,8,5.1020595,43.80068591,40.4335,63.6019349,19.05999947,0.266743652,268.64,0,0.019385635,6.189420914,1.241204917,25.35816956,1.9385635,,
SWE,2014,1.89131,9703.247,34300,216203.6,7.9,4.8306002,45.03314841,45.2329,62.8749016,18.5,-1.503424384,269.53,0,0.020195965,6.412848911,2.604326565,,2.0195965,,
SWE,2015,1.85253,9779.426,36200,208175.2,7.4,4.6767324,45.59012299,43.9315,62.3999282,18.17000008,1.612749017,268.81,0,0.02128066,6.717483171,4.084960074,,2.128066,,
