year,pci,location_code,export_value,hs_product_code
1995,-1.448882,GRC,1308133,0904
1996,-1.683411,GRC,1030945,0904
1997,-1.793769,GRC,579114,0904
1998,-1.603395,GRC,1081376,0904
1999,-1.803453,GRC,823644,0904
2000,-1.653927,GRC,520887,0904
2001,-1.666117,GRC,647286,0904
2002,-1.539107,GRC,523660,0904
2003,-1.626171,GRC,829249,0904
2004,-1.807853,GRC,976241,0904
2005,-1.633295,GRC,1045718,0904
2006,-1.529468,GRC,727928,0904
2007,-1.618664,GRC,688312,0904
2008,-1.889915,GRC,740151,0904
2009,-1.961206,GRC,827130,0904
2010,-1.709601,GRC,864959,0904
2011,-1.547438,GRC,631473,0904
2012,-1.606904,GRC,1090007,0904
2013,-1.622914,GRC,564752,0904
2014,-1.720664,GRC,482285,0904
2015,-1.632811,GRC,1185361,0904
2016,-1.959401,GRC,923602,0904
2017,-1.794265,GRC,668528,0904
2018,-1.688635,GRC,748162,0904
2019,-2.013682,GRC,675534,0904
2020,-2.118439,GRC,778801,0904
1995,-1.768562,DEU,10537575,0905
1996,-1.599278,DEU,8956103,0905
1997,-1.666932,DEU,7517613,0905
1998,-2.12661,DEU,6924998,0905
1999,-1.307594,DEU,6521793,0905
2000,-1.279292,DEU,9450359,0905
2001,-1.300003,DEU,13963249,0905
2002,-2.296788,DEU,19175442,0905
2003,-2.168517,DEU,22643832,0905
2004,-1.477339,DEU,25459272,0905
2005,-1.430208,DEU,12362390,0905
2006,-2.112719,DEU,10503086,0905
2007,-1.764793,DEU,10411303,0905
2008,-1.551924,DEU,13283573,0905
2009,-1.610932,DEU,13265339,0905
2010,-1.361724,DEU,13983650,0905
2011,-1.019655,DEU,16803718,0905
2012,-0.931349,DEU,17037624,0905
2013,-1.158831,DEU,26834910,0905
2014,-1.18313,DEU,30782748,0905
2015,-1.156071,DEU,37042216,0905
2016,-1.507765,DEU,45973104,0905
2017,-1.888844,DEU,80004784,0905
2018,-1.855563,DEU,72462480,0905
2019,-1.646733,DEU,69531032,0905
2020,-1.869418,DEU,57685228,0905
1995,-1.768562,GRC,11525,0905
1996,-1.599278,GRC,62752,0905
1997,-1.666932,GRC,118278,0905
1998,-2.12661,GRC,65723,0905
1999,-1.307594,GRC,85947,0905
2000,-1.279292,GRC,310943,0905
2001,-1.300003,GRC,360008,0905
2002,-2.296788,GRC,416778,0905
2003,-2.168517,GRC,267331,0905
2004,-1.477339,GRC,36579,0905
2005,-1.430208,GRC,21008,0905
2006,-2.112719,GRC,17269,0905
2007,-1.764793,GRC,26602,0905
2008,-1.551924,GRC,26168,0905
2009,-1.610932,GRC,54800,0905
2010,-1.361724,GRC,24685,0905
2011,-1.019655,GRC,17236,0905
2012,-0.931349,GRC,32662,0905
2013,-1.158831,GRC,30508,0905
2014,-1.18313,GRC,40943,0905
2015,-1.156071,GRC,73762,0905
2016,-1.507765,GRC,28347,0905
2017,-1.888844,GRC,55956,0905
2018,-1.855563,GRC,124422,0905
2019,-1.646733,GRC,158143,0905
2020,-1.869418,GRC,109842,0905
1995,-1.701088,DEU,1639537,0906
1996,-1.666839,DEU,1624392,0906
1997,-1.620566,DEU,1574721,0906
1998,-2.050238,DEU,1240920,0906
1999,-1.492827,DEU,1085086,0906
2000,-1.562357,DEU,1115054,0906
2001,-1.342083,DEU,1066660,0906
2002,-1.743845,DEU,1154407,0906
2003,-1.254263,DEU,1366317,0906
2004,-1.399384,DEU,2037183,0906
2005,-1.04436,DEU,2286768,0906
2006,-1.264303,DEU,3036354,0906
2007,-1.151016,DEU,3260496,0906
2008,-1.321223,DEU,3784468,0906
2009,-1.424715,DEU,3890395,0906
2010,-1.574028,DEU,3833902,0906
2011,-1.606982,DEU,4501656,0906
2012,-1.368945,DEU,4242164,0906
2013,-1.65718,DEU,5854556,0906
2014,-1.528877,DEU,6306251,0906
2015,-1.252393,DEU,6167466,0906
2016,-1.242069,DEU,7301980,0906
2017,-1.091989,DEU,9917842,0906
2018,-1.326615,DEU,11240665,0906
2019,-1.1543,DEU,11131538,0906
2020,-1.365724,DEU,13702036,0906
1995,-1.701088,GRC,67786,0906
1996,-1.666839,GRC,99383,0906
1997,-1.620566,GRC,224336,0906
1998,-2.050238,GRC,79205,0906
1999,-1.492827,GRC,10634,0906
2000,-1.562357,GRC,12067,0906
2001,-1.342083,GRC,12715,0906
2002,-1.743845,GRC,41474,0906
2003,-1.254263,GRC,9427,0906
2004,-1.399384,GRC,16999,0906
2005,-1.04436,GRC,15966,0906
2006,-1.264303,GRC,14439,0906
2007,-1.151016,GRC,37837,0906
2008,-1.321223,GRC,38631,0906
2009,-1.424715,GRC,29468,0906
2010,-1.574028,GRC,66274,0906
2011,-1.606982,GRC,39908,0906
2012,-1.368945,GRC,46390,0906
2013,-1.65718,GRC,105188,0906
2014,-1.528877,GRC,148207,0906
2015,-1.252393,GRC,131697,0906
2016,-1.242069,GRC,90767,0906
2017,-1.091989,GRC,171936,0906
2018,-1.326615,GRC,232572,0906
2019,-1.1543,GRC,471430,0906
2020,-1.365724,GRC,192522,0906
1995,-2.19329,DEU,245969,0907
1996,-1.883358,DEU,274219,0907
1997,-1.8771,DEU,326971,0907
1998,-2.222367,DEU,331924,0907
1999,-1.553385,DEU,561824,0907
2000,-2.351805,DEU,610830,0907
2001,-1.510788,DEU,803208,0907
2002,-1.711291,DEU,950612,0907
2003,-1.738976,DEU,552369,0907
2004,-1.989222,DEU,683328,0907
2005,-2.009379,DEU,828685,0907
2006,-1.900624,DEU,1370838,0907
2007,-1.671066,DEU,1335395,0907
2008,-1.37212,DEU,1836486,0907
2009,-0.919806,DEU,1553938,0907
2010,-1.165346,DEU,1960398,0907
2011,-1.703251,DEU,3230552,0907
2012,-1.697275,DEU,3450910,0907
2013,-1.587973,DEU,3213878,0907
2014,-1.581682,DEU,3706722,0907
2015,-1.636587,DEU,3627757,0907
2016,-1.73714,DEU,4050591,0907
2017,-1.660666,DEU,4876209,0907
2018,-1.569488,DEU,4441058,0907
2019,-1.531649,DEU,3879136,0907
2020,-2.367785,DEU,5124601,0907
1995,-2.19329,GRC,6572,0907
1996,-1.883358,GRC,7558,0907
1997,-1.8771,GRC,5498,0907
1998,-2.222367,GRC,6372,0907
1999,-1.553385,GRC,51463,0907
2000,-2.351805,GRC,5137,0907
2001,-1.510788,GRC,3379,0907
2002,-1.711291,GRC,1242,0907
2003,-1.738976,GRC,13140,0907
2004,-1.989222,GRC,0,0907
2005,-2.009379,GRC,5612,0907
2006,-1.900624,GRC,2098,0907
2007,-1.671066,GRC,7796,0907
2008,-1.37212,GRC,5963,0907
2009,-0.919806,GRC,83863,0907
2010,-1.165346,GRC,148471,0907
2011,-1.703251,GRC,166159,0907
2012,-1.697275,GRC,144391,0907
2013,-1.587973,GRC,127973,0907
2014,-1.581682,GRC,138320,0907
2015,-1.636587,GRC,131507,0907
2016,-1.73714,GRC,122092,0907
2017,-1.660666,GRC,108590,0907
2018,-1.569488,GRC,119056,0907
2019,-1.531649,GRC,142501,0907
2020,-2.367785,GRC,127419,0907
1995,-2.054599,DEU,2195382,0908
1996,-2.136157,DEU,1951263,0908
1997,-2.080052,DEU,2549218,0908
1998,-2.065779,DEU,3251281,0908
1999,-1.625391,DEU,3881674,0908
2000,-1.640857,DEU,3273352,0908
2001,-1.732814,DEU,3859314,0908
2002,-1.511025,DEU,3175046,0908
2003,-1.810754,DEU,3914518,0908
2004,-1.69663,DEU,3564632,0908
2005,-1.749436,DEU,3841698,0908
2006,-1.683746,DEU,5097416,0908
2007,-1.561165,DEU,6207624,0908
2008,-1.890874,DEU,7659474,0908
2009,-2.006807,DEU,8416237,0908
2010,-1.628891,DEU,11422629,0908
2011,-1.785933,DEU,13960130,0908
2012,-1.512815,DEU,12261892,0908
2013,-1.715924,DEU,12601039,0908
2014,-1.515046,DEU,10721790,0908
2015,-1.501149,DEU,9600368,0908
2016,-1.571577,DEU,10332922,0908
2017,-1.960103,DEU,11144955,0908
2018,-1.723096,DEU,13543497,0908
2019,-1.775421,DEU,13315203,0908
2020,-1.677974,DEU,16543999,0908
1995,-2.054599,GRC,57347,0908
1996,-2.136157,GRC,53858,0908
1997,-2.080052,GRC,92452,0908
1998,-2.065779,GRC,71739,0908
1999,-1.625391,GRC,104887,0908
2000,-1.640857,GRC,27827,0908
2001,-1.732814,GRC,22716,0908
2002,-1.511025,GRC,93400,0908
2003,-1.810754,GRC,21492,0908
2004,-1.69663,GRC,30950,0908
2005,-1.749436,GRC,102654,0908
2006,-1.683746,GRC,114395,0908
2007,-1.561165,GRC,73996,0908
2008,-1.890874,GRC,6565,0908
2009,-2.006807,GRC,58458,0908
2010,-1.628891,GRC,7843,0908
2011,-1.785933,GRC,105759,0908
2012,-1.512815,GRC,25000,0908
2013,-1.715924,GRC,63259,0908
2014,-1.515046,GRC,36831,0908
2015,-1.501149,GRC,32534,0908
2016,-1.571577,GRC,56026,0908
2017,-1.960103,GRC,190922,0908
2018,-1.723096,GRC,162869,0908
2019,-1.775421,GRC,32959,0908
2020,-1.677974,GRC,65494,0908
1995,-1.461295,DEU,5731420,0909
1996,-1.495287,DEU,5637674,0909
1997,-1.528373,DEU,6821886,0909
1998,-1.414228,DEU,6921160,0909
1999,-1.573572,DEU,5250543,0909
2000,-1.785422,DEU,5006962,0909
2001,-1.763801,DEU,5092888,0909
2002,-1.598491,DEU,4924490,0909
2003,-1.274162,DEU,6131417,0909
2004,-1.144134,DEU,6469996,0909
2005,-1.361623,DEU,9033712,0909
2006,-1.230162,DEU,8480106,0909
2007,-1.378905,DEU,10900385,0909
2008,-1.708993,DEU,13366152,0909
2009,-1.151428,DEU,12703599,0909
2010,-1.120495,DEU,14567287,0909
2011,-1.368561,DEU,16664020,0909
2012,-1.310054,DEU,14930085,0909
2013,-1.554338,DEU,17150122,0909
2014,-1.369063,DEU,19295324,0909
2015,-1.339117,DEU,18288736,0909
2016,-1.380111,DEU,19096916,0909
2017,-1.210958,DEU,22946806,0909
2018,-1.309379,DEU,23304390,0909
2019,-1.371822,DEU,23139392,0909
2020,-1.043029,DEU,28368262,0909
1995,-1.461295,GRC,260064,0909
1996,-1.495287,GRC,650792,0909
1997,-1.528373,GRC,995188,0909
1998,-1.414228,GRC,319941,0909
1999,-1.573572,GRC,257068,0909
2000,-1.785422,GRC,386165,0909
2001,-1.763801,GRC,356732,0909
2002,-1.598491,GRC,423022,0909
2003,-1.274162,GRC,130104,0909
2004,-1.144134,GRC,104636,0909
2005,-1.361623,GRC,306009,0909
2006,-1.230162,GRC,159887,0909
2007,-1.378905,GRC,187952,0909
2008,-1.708993,GRC,187219,0909
2009,-1.151428,GRC,134220,0909
2010,-1.120495,GRC,51100,0909
2011,-1.368561,GRC,36715,0909
2012,-1.310054,GRC,29504,0909
2013,-1.554338,GRC,74637,0909
2014,-1.369063,GRC,58755,0909
2015,-1.339117,GRC,69153,0909
2016,-1.380111,GRC,232751,0909
2017,-1.210958,GRC,557227,0909
2018,-1.309379,GRC,764498,0909
2019,-1.371822,GRC,125804,0909
2020,-1.043029,GRC,72711,0909
1995,-1.606912,DEU,29366376,0910
1996,-1.709028,DEU,27862390,0910
1997,-1.726696,DEU,31982982,0910
1998,-1.781655,DEU,32187306,0910
1999,-1.758544,DEU,28404184,0910
2000,-1.669518,DEU,22881402,0910
2001,-1.435402,DEU,26262750,0910
2002,-1.49193,DEU,30676322,0910
2003,-1.393012,DEU,37537720,0910
2004,-1.405189,DEU,46482096,0910
2005,-1.380707,DEU,54447296,0910
2006,-1.539432,DEU,61871112,0910
2007,-1.538276,DEU,62367192,0910
2008,-1.401566,DEU,73597088,0910
2009,-1.421694,DEU,70618584,0910
2010,-1.389563,DEU,68708168,0910
2011,-1.601445,DEU,80453536,0910
2012,-1.444406,DEU,84719432,0910
2013,-1.445536,DEU,95502080,0910
2014,-1.558891,DEU,105969520,0910
2015,-1.667276,DEU,93228096,0910
2016,-1.522249,DEU,109239920,0910
2017,-1.536823,DEU,117784160,0910
2018,-1.632109,DEU,119147120,0910
2019,-1.748574,DEU,120918800,0910
2020,-1.738912,DEU,129358864,0910
1995,-1.606912,GRC,3707690,0910
1996,-1.709028,GRC,4355944,0910
1997,-1.726696,GRC,5058549,0910
1998,-1.781655,GRC,4526945,0910
1999,-1.758544,GRC,4280924,0910
2000,-1.669518,GRC,4074351,0910
2001,-1.435402,GRC,3256594,0910
2002,-1.49193,GRC,2712344,0910
2003,-1.393012,GRC,2739058,0910
2004,-1.405189,GRC,2601033,0910
2005,-1.380707,GRC,2670698,0910
2006,-1.539432,GRC,1604383,0910
2007,-1.538276,GRC,1676589,0910
2008,-1.401566,GRC,3168342,0910
2009,-1.421694,GRC,4587016,0910
2010,-1.389563,GRC,3810932,0910
2011,-1.601445,GRC,3155168,0910
2012,-1.444406,GRC,3279461,0910
2013,-1.445536,GRC,4155260,0910
2014,-1.558891,GRC,5274434,0910
2015,-1.667276,GRC,4366362,0910
2016,-1.522249,GRC,5000723,0910
2017,-1.536823,GRC,7226931,0910
2018,-1.632109,GRC,9663956,0910
2019,-1.748574,GRC,7540725,0910
2020,-1.738912,GRC,8435408,0910
1995,-0.158039,DEU,849531840,1001
1996,-0.398822,DEU,977457728,1001
1997,-0.518279,DEU,789831360,1001
1998,-0.415481,DEU,1006170112,1001
1999,-0.324673,DEU,867359616,1001
2000,-0.029341,DEU,663601792,1001
2001,-0.353822,DEU,923780928,1001
2002,-0.717526,DEU,878733696,1001
2003,-0.304854,DEU,690487744,1001
2004,-0.659209,DEU,755437632,1001
2005,-0.497562,DEU,796534784,1001
2006,-0.453291,DEU,1040887872,1001
2007,-0.390206,DEU,1180986624,1001
2008,-0.816566,DEU,2728439808,1001
2009,-0.164196,DEU,2385305600,1001
2010,-0.265014,DEU,2273000192,1001
2011,-0.345035,DEU,2049588224,1001
2012,-0.444263,DEU,2172077056,1001
2013,-0.492,DEU,2679874048,1001
2014,-0.353234,DEU,3260854528,1001
2015,-0.545067,DEU,2368658944,1001
2016,-0.128834,DEU,2045366016,1001
2017,-0.089572,DEU,1627380352,1001
2018,-0.515224,DEU,1202018048,1001
2019,-0.328349,DEU,1263744640,1001
2020,-0.14623,DEU,2102294272,1001
1995,-0.158039,GRC,83906704,1001
1996,-0.398822,GRC,88996592,1001
1997,-0.518279,GRC,97214192,1001
1998,-0.415481,GRC,30811672,1001
1999,-0.324673,GRC,50075080,1001
2000,-0.029341,GRC,31860358,1001
2001,-0.353822,GRC,67564576,1001
2002,-0.717526,GRC,73515184,1001
2003,-0.304854,GRC,56792396,1001
2004,-0.659209,GRC,20596594,1001
2005,-0.497562,GRC,56150496,1001
2006,-0.453291,GRC,102049960,1001
2007,-0.390206,GRC,53127764,1001
2008,-0.816566,GRC,137088304,1001
2009,-0.164196,GRC,254857392,1001
2010,-0.265014,GRC,125263336,1001
2011,-0.345035,GRC,145791184,1001
2012,-0.444263,GRC,126014048,1001
2013,-0.492,GRC,74975664,1001
2014,-0.353234,GRC,157232832,1001
2015,-0.545067,GRC,60949264,1001
2016,-0.128834,GRC,140788592,1001
2017,-0.089572,GRC,47027340,1001
2018,-0.515224,GRC,81529584,1001
2019,-0.328349,GRC,76090304,1001
2020,-0.14623,GRC,88512560,1001
1995,0.257491,DEU,290187424,1002
1996,0.910939,DEU,286398208,1002
1997,0.897802,DEU,82491904,1002
1998,1.123287,DEU,60182820,1002
1999,0.44368,DEU,116939008,1002
2000,0.31827,DEU,137962688,1002
2001,0.568404,DEU,99540024,1002
2002,0.537779,DEU,84145784,1002
2003,0.542004,DEU,90741808,1002
2004,0.373063,DEU,178432832,1002
2005,0.883991,DEU,144664720,1002
2006,0.786534,DEU,174936384,1002
2007,1.24796,DEU,120184176,1002
2008,1.198347,DEU,115569776,1002
2009,1.148558,DEU,91533472,1002
2010,0.886292,DEU,66964328,1002
2011,1.277423,DEU,76756200,1002
2012,0.981095,DEU,68645120,1002
2013,0.995535,DEU,135643824,1002
2014,0.696319,DEU,67654096,1002
2015,1.106236,DEU,46468804,1002
2016,0.463669,DEU,42829260,1002
2017,0.686397,DEU,41860760,1002
2018,0.565612,DEU,45374536,1002
2019,0.988254,DEU,67203120,1002
2020,0.537172,DEU,66548752,1002
1995,0.257491,GRC,0,1002
1996,0.910939,GRC,11279,1002
1997,0.897802,GRC,0,1002
1998,1.123287,GRC,7614,1002
1999,0.44368,GRC,0,1002
2000,0.31827,GRC,0,1002
2001,0.568404,GRC,0,1002
2002,0.537779,GRC,1217372,1002
2003,0.542004,GRC,0,1002
2004,0.373063,GRC,728370,1002
2005,0.883991,GRC,0,1002
2006,0.786534,GRC,22210,1002
2007,1.24796,GRC,0,1002
2008,1.198347,GRC,0,1002
2009,1.148558,GRC,123782,1002
2010,0.886292,GRC,1229,1002
2011,1.277423,GRC,8113,1002
2012,0.981095,GRC,4575,1002
2013,0.995535,GRC,51404,1002
2014,0.696319,GRC,239285,1002
2015,1.106236,GRC,28741,1002
2016,0.463669,GRC,43574,1002
2017,0.686397,GRC,33961,1002
2018,0.565612,GRC,21511,1002
2019,0.988254,GRC,56282,1002
2020,0.537172,GRC,34822,1002
1995,0.090978,DEU,438917184,1003
1996,0.221483,DEU,593438144,1003
1997,0.035036,DEU,252992704,1003
1998,0.221959,DEU,137194256,1003
1999,0.468557,DEU,277263936,1003
2000,0.314968,DEU,648596288,1003
2001,-0.114556,DEU,344448416,1003
2002,-0.153923,DEU,259845088,1003
2003,0.380371,DEU,403922880,1003
2004,-0.305933,DEU,153563136,1003
2005,0.239916,DEU,399033472,1003
2006,0.338942,DEU,296148800,1003
2007,0.306881,DEU,661861248,1003
2008,-0.336008,DEU,508179296,1003
2009,0.406172,DEU,236403216,1003
2010,0.285029,DEU,338755072,1003
2011,0.04536,DEU,639112768,1003
2012,0.098476,DEU,427960128,1003
2013,0.066321,DEU,806748864,1003
2014,0.012816,DEU,231056464,1003
2015,0.13438,DEU,551933504,1003
2016,0.304118,DEU,481249824,1003
2017,0.151736,DEU,418043136,1003
2018,-0.064231,DEU,372383616,1003
2019,-0.325595,DEU,305039200,1003
2020,-0.00997,DEU,480611040,1003
1995,0.090978,GRC,1078652,1003
1996,0.221483,GRC,2448872,1003
1997,0.035036,GRC,0,1003
1998,0.221959,GRC,2859,1003
1999,0.468557,GRC,3875,1003
2000,0.314968,GRC,17781,1003
2001,-0.114556,GRC,12325,1003
2002,-0.153923,GRC,3931588,1003
2003,0.380371,GRC,731394,1003
2004,-0.305933,GRC,1962674,1003
2005,0.239916,GRC,1784726,1003
2006,0.338942,GRC,1474083,1003
2007,0.306881,GRC,1981642,1003
2008,-0.336008,GRC,751558,1003
2009,0.406172,GRC,598225,1003
2010,0.285029,GRC,142562,1003
2011,0.04536,GRC,683801,1003
2012,0.098476,GRC,1552466,1003
2013,0.066321,GRC,431905,1003
2014,0.012816,GRC,1023492,1003
2015,0.13438,GRC,5689992,1003
2016,0.304118,GRC,481419,1003
2017,0.151736,GRC,443425,1003
2018,-0.064231,GRC,540641,1003
2019,-0.325595,GRC,1272486,1003
2020,-0.00997,GRC,2013943,1003
1995,0.425787,DEU,3958043,1004
1996,0.568518,DEU,6507806,1004
1997,0.259286,DEU,6855390,1004
1998,0.456597,DEU,7553586,1004
1999,-0.27325,DEU,5152807,1004
2000,-0.211353,DEU,4030737,1004
2001,0.678448,DEU,5671264,1004
2002,0.492247,DEU,6753579,1004
2003,0.825336,DEU,5583702,1004
2004,0.158658,DEU,6384072,1004
2005,0.037252,DEU,15371876,1004
2006,-0.061505,DEU,10201178,1004
2007,-0.006057,DEU,9625200,1004
2008,-0.351178,DEU,12559057,1004
2009,-0.37982,DEU,6834662,1004
2010,0.321311,DEU,6612536,1004
2011,0.259336,DEU,13950410,1004
2012,0.351392,DEU,12398359,1004
2013,0.185523,DEU,15571196,1004
2014,0.007545,DEU,14066862,1004
2015,0.360799,DEU,10932800,1004
2016,0.368314,DEU,12495649,1004
2017,0.082819,DEU,12136523,1004
2018,0.066602,DEU,14935946,1004
2019,0.280969,DEU,14647329,1004
2020,0.058519,DEU,14098639,1004
1995,0.425787,GRC,0,1004
1996,0.568518,GRC,0,1004
1997,0.259286,GRC,0,1004
1998,0.456597,GRC,0,1004
1999,-0.27325,GRC,0,1004
2000,-0.211353,GRC,955,1004
2001,0.678448,GRC,0,1004
2002,0.492247,GRC,0,1004
2003,0.825336,GRC,3308,1004
2004,0.158658,GRC,0,1004
2005,0.037252,GRC,3164,1004
2006,-0.061505,GRC,23058,1004
2007,-0.006057,GRC,131761,1004
2008,-0.351178,GRC,117214,1004
2009,-0.37982,GRC,50199,1004
2010,0.321311,GRC,30732,1004
2011,0.259336,GRC,49489,1004
2012,0.351392,GRC,2292,1004
2013,0.185523,GRC,226438,1004
2014,0.007545,GRC,58346,1004
2015,0.360799,GRC,39553,1004
2016,0.368314,GRC,89776,1004
2017,0.082819,GRC,233642,1004
2018,0.066602,GRC,145482,1004
2019,0.280969,GRC,119526,1004
2020,0.058519,GRC,35257,1004
1995,-1.301791,DEU,89645776,1005
1996,-1.615388,DEU,106603440,1005
1997,-1.682111,DEU,86335392,1005
1998,-0.679051,DEU,96759960,1005
1999,-1.140929,DEU,95836104,1005
2000,-1.364928,DEU,93770016,1005
2001,-1.527934,DEU,108636664,1005
2002,-1.457375,DEU,114714416,1005
2003,-1.365534,DEU,177831504,1005
2004,-1.34248,DEU,264953568,1005
2005,-1.271168,DEU,196585360,1005
2006,-1.175722,DEU,185296544,1005
2007,-1.415364,DEU,215491392,1005
2008,-1.580871,DEU,264136480,1005
2009,-1.311961,DEU,224050976,1005
2010,-1.203038,DEU,196660832,1005
2011,-1.216019,DEU,303533632,1005
2012,-1.216222,DEU,372436096,1005
2013,-1.213939,DEU,381359584,1005
2014,-1.073636,DEU,214189968,1005
2015,-1.155463,DEU,157766384,1005
2016,-1.045732,DEU,157809440,1005
2017,-1.170998,DEU,160923920,1005
2018,-1.008784,DEU,155048080,1005
2019,-1.104073,DEU,134801200,1005
2020,-0.820354,DEU,149118208,1005
1995,-1.301791,GRC,3150144,1005
1996,-1.615388,GRC,8046530,1005
1997,-1.682111,GRC,28860568,1005
1998,-0.679051,GRC,2048281,1005
1999,-1.140929,GRC,3517856,1005
2000,-1.364928,GRC,2389514,1005
2001,-1.527934,GRC,3447913,1005
2002,-1.457375,GRC,6404695,1005
2003,-1.365534,GRC,14248214,1005
2004,-1.34248,GRC,13361529,1005
2005,-1.271168,GRC,57377880,1005
2006,-1.175722,GRC,8670959,1005
2007,-1.415364,GRC,17114710,1005
2008,-1.580871,GRC,13871184,1005
2009,-1.311961,GRC,22470180,1005
2010,-1.203038,GRC,5605057,1005
2011,-1.216019,GRC,10896414,1005
2012,-1.216222,GRC,28928780,1005
2013,-1.213939,GRC,21573808,1005
2014,-1.073636,GRC,9771585,1005
2015,-1.155463,GRC,9595633,1005
2016,-1.045732,GRC,5127249,1005
2017,-1.170998,GRC,6868124,1005
2018,-1.008784,GRC,7255139,1005
2019,-1.104073,GRC,9115315,1005
2020,-0.820354,GRC,4999080,1005
1995,-1.709208,DEU,50008776,1006
1996,-2.110651,DEU,56870844,1006
1997,-1.912163,DEU,35551324,1006
1998,-1.443324,DEU,35771416,1006
1999,-1.376762,DEU,48691492,1006
2000,-1.590713,DEU,44577888,1006
2001,-1.397948,DEU,41333168,1006
2002,-1.487777,DEU,45183260,1006
2003,-1.164214,DEU,47693240,1006
2004,-1.633929,DEU,55001956,1006
2005,-1.721334,DEU,55112524,1006
2006,-1.920255,DEU,54963324,1006
2007,-1.592091,DEU,60181668,1006
2008,-1.75242,DEU,117195216,1006
2009,-2.177982,DEU,100619184,1006
2010,-1.827923,DEU,95346448,1006
2011,-1.684863,DEU,111142120,1006
2012,-1.676233,DEU,90171720,1006
2013,-1.742902,DEU,94578832,1006
2014,-2.034583,DEU,106610344,1006
2015,-1.764129,DEU,102906936,1006
2016,-1.704936,DEU,108075552,1006
2017,-1.753333,DEU,108338464,1006
2018,-1.89344,DEU,96335688,1006
2019,-2.010189,DEU,78564744,1006
2020,-1.588972,DEU,81574880,1006
1995,-1.709208,GRC,58668540,1006
1996,-2.110651,GRC,34144932,1006
1997,-1.912163,GRC,33130006,1006
1998,-1.443324,GRC,28758078,1006
1999,-1.376762,GRC,18640584,1006
2000,-1.590713,GRC,15481944,1006
2001,-1.397948,GRC,14047420,1006
2002,-1.487777,GRC,16419881,1006
2003,-1.164214,GRC,14935162,1006
2004,-1.633929,GRC,17276764,1006
2005,-1.721334,GRC,27943386,1006
2006,-1.920255,GRC,37878524,1006
2007,-1.592091,GRC,47264636,1006
2008,-1.75242,GRC,63062888,1006
2009,-2.177982,GRC,56760604,1006
2010,-1.827923,GRC,57383960,1006
2011,-1.684863,GRC,71868016,1006
2012,-1.676233,GRC,64652268,1006
2013,-1.742902,GRC,56421296,1006
2014,-2.034583,GRC,61562424,1006
2015,-1.764129,GRC,49329488,1006
2016,-1.704936,GRC,58152872,1006
2017,-1.753333,GRC,76664504,1006
2018,-1.89344,GRC,62358636,1006
2019,-2.010189,GRC,59980640,1006
2020,-1.588972,GRC,65155584,1006
1995,-1.632655,DEU,1167574,1007
1996,-1.865383,DEU,146038,1007
1997,-1.451013,DEU,693634,1007
1998,-1.333905,DEU,77500,1007
1999,-2.111127,DEU,80967,1007
2000,-1.4916,DEU,1298292,1007
2001,-1.488715,DEU,591285,1007
2002,-1.815897,DEU,202301,1007
2003,-1.604282,DEU,356750,1007
2004,-1.821704,DEU,391003,1007
2005,-2.275639,DEU,330603,1007
2006,-2.401834,DEU,513354,1007
2007,-2.205825,DEU,1490833,1007
2008,-2.302754,DEU,1421138,1007
2009,-2.024636,DEU,179260,1007
2010,-2.466488,DEU,1731618,1007
2011,-2.540006,DEU,7427262,1007
2012,-2.058216,DEU,3187128,1007
2013,-1.936609,DEU,2858678,1007
2014,-1.97673,DEU,2669945,1007
2015,-1.73155,DEU,1772121,1007
2016,-1.88532,DEU,930714,1007
2017,-1.913991,DEU,1877535,1007
2018,-2.280599,DEU,1539192,1007
2019,-1.898192,DEU,1074288,1007
2020,-1.721739,DEU,865644,1007
1995,-1.632655,GRC,0,1007
1996,-1.865383,GRC,132870,1007
1997,-1.451013,GRC,2749,1007
1998,-1.333905,GRC,0,1007
1999,-2.111127,GRC,2036,1007
2000,-1.4916,GRC,11803,1007
2001,-1.488715,GRC,2293332,1007
2002,-1.815897,GRC,1454,1007
2003,-1.604282,GRC,104229,1007
2004,-1.821704,GRC,4673,1007
2005,-2.275639,GRC,28844,1007
2006,-2.401834,GRC,0,1007
2007,-2.205825,GRC,28421,1007
2008,-2.302754,GRC,11235,1007
2009,-2.024636,GRC,21699,1007
2010,-2.466488,GRC,28651,1007
2011,-2.540006,GRC,70007,1007
2012,-2.058216,GRC,7023,1007
2013,-1.936609,GRC,1171,1007
2014,-1.97673,GRC,32243,1007
2015,-1.73155,GRC,35533,1007
2016,-1.88532,GRC,23219,1007
2017,-1.913991,GRC,112745,1007
2018,-2.280599,GRC,19708,1007
2019,-1.898192,GRC,19574,1007
2020,-1.721739,GRC,30694,1007
1995,-1.17616,DEU,6692196,1008
1996,-1.066971,DEU,8671444,1008
1997,-1.275093,DEU,22994670,1008
1998,-1.35778,DEU,37433076,1008
1999,-1.176755,DEU,20523502,1008
2000,-0.906743,DEU,9426412,1008
2001,-1.446825,DEU,26280772,1008
2002,-0.985373,DEU,31234490,1008
2003,-1.479351,DEU,25714258,1008
2004,-1.104024,DEU,23949122,1008
2005,-1.045423,DEU,46988700,1008
2006,-1.148064,DEU,33496588,1008
2007,-0.864385,DEU,26166474,1008
2008,-1.075928,DEU,38738136,1008
2009,-0.704577,DEU,33054836,1008
2010,-0.838058,DEU,38933000,1008
2011,-0.739347,DEU,40920336,1008
