year,pci,location_code,export_value,hs_product_code
2009,-0.55062,GRC,324848,0208
2010,-0.81285,GRC,202546,0208
2011,-0.267629,GRC,179364,0208
2012,-0.235662,GRC,21518,0208
2013,-0.115905,GRC,535364,0208
2014,-0.032669,GRC,129070,0208
2015,-0.243419,GRC,149983,0208
2016,-0.098343,GRC,284088,0208
2017,-0.164437,GRC,157037,0208
2018,-0.272822,GRC,275855,0208
2019,-0.365659,GRC,501285,0208
2020,-0.054662,GRC,121627,0208
1995,0.569731,DEU,4779202,0209
1996,0.631004,DEU,6657635,0209
1997,0.470446,DEU,7423510,0209
1998,0.711601,DEU,9270049,0209
1999,0.638313,DEU,10432852,0209
2000,0.687996,DEU,15070623,0209
2001,0.906279,DEU,35145236,0209
2002,0.933033,DEU,29766446,0209
2003,0.641081,DEU,31532236,0209
2004,0.856067,DEU,78210640,0209
2005,0.750529,DEU,92573104,0209
2006,0.59429,DEU,95533160,0209
2007,0.953049,DEU,94810008,0209
2008,0.885852,DEU,250004960,0209
2009,1.014361,DEU,187694528,0209
2010,0.986885,DEU,170840432,0209
2011,0.921556,DEU,263420016,0209
2012,0.829654,DEU,264832304,0209
2013,0.756756,DEU,198893696,0209
2014,0.178391,DEU,132993968,0209
2015,0.192477,DEU,96374520,0209
2016,0.265208,DEU,127603720,0209
2017,0.506967,DEU,111330248,0209
2018,0.361327,DEU,101328880,0209
2019,0.53614,DEU,156175920,0209
2020,0.508377,DEU,123649296,0209
1995,0.569731,GRC,168895,0209
1996,0.631004,GRC,365022,0209
1997,0.470446,GRC,496680,0209
1998,0.711601,GRC,573768,0209
1999,0.638313,GRC,142532,0209
2000,0.687996,GRC,82055,0209
2001,0.906279,GRC,588999,0209
2002,0.933033,GRC,643590,0209
2003,0.641081,GRC,643904,0209
2004,0.856067,GRC,1469273,0209
2005,0.750529,GRC,1934358,0209
2006,0.59429,GRC,1235159,0209
2007,0.953049,GRC,692767,0209
2008,0.885852,GRC,1560043,0209
2009,1.014361,GRC,779725,0209
2010,0.986885,GRC,757096,0209
2011,0.921556,GRC,711268,0209
2012,0.829654,GRC,1770836,0209
2013,0.756756,GRC,2339188,0209
2014,0.178391,GRC,2272074,0209
2015,0.192477,GRC,1151606,0209
2016,0.265208,GRC,1429557,0209
2017,0.506967,GRC,1169416,0209
2018,0.361327,GRC,974237,0209
2019,0.53614,GRC,1021397,0209
2020,0.508377,GRC,922628,0209
1995,0.65351,DEU,76929736,0210
1996,0.836219,DEU,111113656,0210
1997,0.537944,DEU,78620016,0210
1998,0.787786,DEU,61238788,0210
1999,0.572794,DEU,61742736,0210
2000,0.370938,DEU,61295308,0210
2001,0.938469,DEU,157121104,0210
2002,0.979204,DEU,120791120,0210
2003,-0.051251,DEU,117914072,0210
2004,0.592538,DEU,144261024,0210
2005,0.0844,DEU,195620352,0210
2006,0.116572,DEU,333742496,0210
2007,0.269273,DEU,398641184,0210
2008,0.502279,DEU,441380064,0210
2009,0.355769,DEU,399292576,0210
2010,0.01967,DEU,381641344,0210
2011,-0.125228,DEU,479948416,0210
2012,-0.09416,DEU,463893248,0210
2013,0.115071,DEU,488169984,0210
2014,0.424599,DEU,480242720,0210
2015,0.495581,DEU,415355968,0210
2016,0.486908,DEU,384898368,0210
2017,0.157946,DEU,422142272,0210
2018,0.229841,DEU,400983200,0210
2019,0.055313,DEU,365450624,0210
2020,0.549526,DEU,326881120,0210
1995,0.65351,GRC,285860,0210
1996,0.836219,GRC,339989,0210
1997,0.537944,GRC,284768,0210
1998,0.787786,GRC,253650,0210
1999,0.572794,GRC,255760,0210
2000,0.370938,GRC,698751,0210
2001,0.938469,GRC,347273,0210
2002,0.979204,GRC,163375,0210
2003,-0.051251,GRC,467514,0210
2004,0.592538,GRC,705689,0210
2005,0.0844,GRC,1075808,0210
2006,0.116572,GRC,556387,0210
2007,0.269273,GRC,974045,0210
2008,0.502279,GRC,652031,0210
2009,0.355769,GRC,432365,0210
2010,0.01967,GRC,1896832,0210
2011,-0.125228,GRC,1485132,0210
2012,-0.09416,GRC,746830,0210
2013,0.115071,GRC,567348,0210
2014,0.424599,GRC,1573121,0210
2015,0.495581,GRC,1108575,0210
2016,0.486908,GRC,686991,0210
2017,0.157946,GRC,694597,0210
2018,0.229841,GRC,786065,0210
2019,0.055313,GRC,1985159,0210
2020,0.549526,GRC,893269,0210
1995,-1.694037,DEU,11303800,0301
1996,-1.701243,DEU,10423033,0301
1997,-1.493901,DEU,10919920,0301
1998,-1.784936,DEU,9609971,0301
1999,-1.745391,DEU,6107838,0301
2000,-1.564459,DEU,5228289,0301
2001,-1.448545,DEU,4926910,0301
2002,-1.339286,DEU,5662570,0301
2003,-1.379827,DEU,7023569,0301
2004,-1.198177,DEU,9524964,0301
2005,-1.300647,DEU,10872754,0301
2006,-1.244029,DEU,10770701,0301
2007,-1.314735,DEU,15063279,0301
2008,-1.194673,DEU,16749935,0301
2009,-1.432826,DEU,15541830,0301
2010,-1.135262,DEU,22502930,0301
2011,-0.975941,DEU,28537464,0301
2012,-1.275079,DEU,16721711,0301
2013,-1.092274,DEU,16703736,0301
2014,-1.068832,DEU,14801395,0301
2015,-1.185909,DEU,16649183,0301
2016,-0.928214,DEU,16486486,0301
2017,-1.225568,DEU,18860592,0301
2018,-1.345394,DEU,17467726,0301
2019,-1.147743,DEU,17799852,0301
2020,-1.192171,DEU,15795403,0301
1995,-1.694037,GRC,3573799,0301
1996,-1.701243,GRC,8925325,0301
1997,-1.493901,GRC,8723404,0301
1998,-1.784936,GRC,10081263,0301
1999,-1.745391,GRC,13050130,0301
2000,-1.564459,GRC,5547106,0301
2001,-1.448545,GRC,4132145,0301
2002,-1.339286,GRC,4906366,0301
2003,-1.379827,GRC,5573694,0301
2004,-1.198177,GRC,6803658,0301
2005,-1.300647,GRC,11985411,0301
2006,-1.244029,GRC,16238017,0301
2007,-1.314735,GRC,19362132,0301
2008,-1.194673,GRC,42854036,0301
2009,-1.432826,GRC,36015684,0301
2010,-1.135262,GRC,23743062,0301
2011,-0.975941,GRC,17776806,0301
2012,-1.275079,GRC,16068723,0301
2013,-1.092274,GRC,11878741,0301
2014,-1.068832,GRC,14010695,0301
2015,-1.185909,GRC,13053182,0301
2016,-0.928214,GRC,19509252,0301
2017,-1.225568,GRC,17299906,0301
2018,-1.345394,GRC,16854184,0301
2019,-1.147743,GRC,11546551,0301
2020,-1.192171,GRC,7556772,0301
1995,-1.645002,DEU,153145232,0302
1996,-1.550369,DEU,236730208,0302
1997,-1.778427,DEU,181895392,0302
1998,-1.747919,DEU,199751312,0302
1999,-1.602193,DEU,167491600,0302
2000,-1.727343,DEU,179480720,0302
2001,-1.525321,DEU,114747224,0302
2002,-1.697457,DEU,98034472,0302
2003,-1.532111,DEU,82051224,0302
2004,-1.548193,DEU,127022096,0302
2005,-1.462468,DEU,231742960,0302
2006,-1.338178,DEU,246373536,0302
2007,-1.708776,DEU,230624736,0302
2008,-1.597269,DEU,261279504,0302
2009,-1.439013,DEU,281837248,0302
2010,-1.503467,DEU,288198176,0302
2011,-1.348805,DEU,271802528,0302
2012,-1.385455,DEU,210256176,0302
2013,-1.281306,DEU,254973616,0302
2014,-1.392621,DEU,246045296,0302
2015,-1.346083,DEU,214916880,0302
2016,-1.250262,DEU,245855248,0302
2017,-1.352177,DEU,227220016,0302
2018,-1.28239,DEU,208225520,0302
2019,-1.451347,DEU,169093296,0302
2020,-1.310466,DEU,113703896,0302
1995,-1.645002,GRC,89114688,0302
1996,-1.550369,GRC,113855960,0302
1997,-1.778427,GRC,125561368,0302
1998,-1.747919,GRC,143838576,0302
1999,-1.602193,GRC,180291392,0302
2000,-1.727343,GRC,170503728,0302
2001,-1.525321,GRC,173710304,0302
2002,-1.697457,GRC,193281504,0302
2003,-1.532111,GRC,242673296,0302
2004,-1.548193,GRC,274362752,0302
2005,-1.462468,GRC,292429472,0302
2006,-1.338178,GRC,314990112,0302
2007,-1.708776,GRC,399937792,0302
2008,-1.597269,GRC,418318176,0302
2009,-1.439013,GRC,439067392,0302
2010,-1.503467,GRC,506351008,0302
2011,-1.348805,GRC,601437760,0302
2012,-1.385455,GRC,541314624,0302
2013,-1.281306,GRC,550496128,0302
2014,-1.392621,GRC,547874432,0302
2015,-1.346083,GRC,458389984,0302
2016,-1.250262,GRC,505813792,0302
2017,-1.352177,GRC,524609760,0302
2018,-1.28239,GRC,544875968,0302
2019,-1.451347,GRC,517449056,0302
2020,-1.310466,GRC,529896992,0302
1995,-2.009259,DEU,56303516,0303
1996,-1.676344,DEU,79988184,0303
1997,-1.810289,DEU,51935616,0303
1998,-1.961869,DEU,61928740,0303
1999,-1.74915,DEU,53795820,0303
2000,-1.76301,DEU,34163448,0303
2001,-1.629678,DEU,65746880,0303
2002,-1.53618,DEU,49520132,0303
2003,-1.477821,DEU,53321020,0303
2004,-1.562177,DEU,75436920,0303
2005,-1.591628,DEU,124021704,0303
2006,-1.498326,DEU,158511504,0303
2007,-1.579252,DEU,144218256,0303
2008,-1.544378,DEU,204792608,0303
2009,-1.501827,DEU,146121520,0303
2010,-1.390514,DEU,164524432,0303
2011,-1.354699,DEU,228270176,0303
2012,-1.295325,DEU,241143968,0303
2013,-1.432207,DEU,202021136,0303
2014,-1.599996,DEU,204518992,0303
2015,-1.352446,DEU,179688992,0303
2016,-1.400862,DEU,161341008,0303
2017,-1.85409,DEU,189373616,0303
2018,-1.65791,DEU,199976288,0303
2019,-1.765565,DEU,172970944,0303
2020,-1.732256,DEU,239732240,0303
1995,-2.009259,GRC,15838198,0303
1996,-1.676344,GRC,13793823,0303
1997,-1.810289,GRC,12292072,0303
1998,-1.961869,GRC,9736504,0303
1999,-1.74915,GRC,8655831,0303
2000,-1.76301,GRC,13459483,0303
2001,-1.629678,GRC,9619629,0303
2002,-1.53618,GRC,11429310,0303
2003,-1.477821,GRC,12330866,0303
2004,-1.562177,GRC,13801456,0303
2005,-1.591628,GRC,24383990,0303
2006,-1.498326,GRC,29688260,0303
2007,-1.579252,GRC,30200718,0303
2008,-1.544378,GRC,32518422,0303
2009,-1.501827,GRC,27195288,0303
2010,-1.390514,GRC,28444066,0303
2011,-1.354699,GRC,17590508,0303
2012,-1.295325,GRC,16539645,0303
2013,-1.432207,GRC,12071045,0303
2014,-1.599996,GRC,12574118,0303
2015,-1.352446,GRC,15932878,0303
2016,-1.400862,GRC,17377572,0303
2017,-1.85409,GRC,14651309,0303
2018,-1.65791,GRC,17754582,0303
2019,-1.765565,GRC,17087118,0303
2020,-1.732256,GRC,34766856,0303
1995,-1.550557,DEU,156600160,0304
1996,-1.46234,DEU,180902576,0304
1997,-1.510234,DEU,194650064,0304
1998,-1.443,DEU,222292608,0304
1999,-1.319946,DEU,244859888,0304
2000,-1.445647,DEU,216708736,0304
2001,-1.579384,DEU,234170320,0304
2002,-1.387867,DEU,248343488,0304
2003,-1.310326,DEU,277291328,0304
2004,-1.32765,DEU,269429280,0304
2005,-1.475187,DEU,344360320,0304
2006,-1.384898,DEU,428711968,0304
2007,-1.469661,DEU,435712192,0304
2008,-1.519827,DEU,575338112,0304
2009,-1.485485,DEU,543979584,0304
2010,-1.239456,DEU,577653504,0304
2011,-1.128919,DEU,649920576,0304
2012,-1.321976,DEU,552652864,0304
2013,-1.30208,DEU,616982656,0304
2014,-1.113174,DEU,643176768,0304
2015,-1.081511,DEU,578956608,0304
2016,-1.251576,DEU,668807488,0304
2017,-1.478405,DEU,720584448,0304
2018,-1.294042,DEU,686028928,0304
2019,-1.383817,DEU,650650688,0304
2020,-1.363985,DEU,594589120,0304
1995,-1.550557,GRC,748864,0304
1996,-1.46234,GRC,1011088,0304
1997,-1.510234,GRC,858537,0304
1998,-1.443,GRC,1387056,0304
1999,-1.319946,GRC,1523010,0304
2000,-1.445647,GRC,1459947,0304
2001,-1.579384,GRC,1434305,0304
2002,-1.387867,GRC,3821477,0304
2003,-1.310326,GRC,7149412,0304
2004,-1.32765,GRC,5151230,0304
2005,-1.475187,GRC,12668460,0304
2006,-1.384898,GRC,23452702,0304
2007,-1.469661,GRC,21942880,0304
2008,-1.519827,GRC,35871556,0304
2009,-1.485485,GRC,25199882,0304
2010,-1.239456,GRC,31621092,0304
2011,-1.128919,GRC,33836664,0304
2012,-1.321976,GRC,31506712,0304
2013,-1.30208,GRC,25320538,0304
2014,-1.113174,GRC,22351156,0304
2015,-1.081511,GRC,20649756,0304
2016,-1.251576,GRC,22369098,0304
2017,-1.478405,GRC,37381196,0304
2018,-1.294042,GRC,43103672,0304
2019,-1.383817,GRC,36557992,0304
2020,-1.363985,GRC,36075224,0304
1995,-2.155117,DEU,34451824,0305
1996,-2.192788,DEU,72513952,0305
1997,-2.061923,DEU,57172564,0305
1998,-2.023913,DEU,120706840,0305
1999,-1.924948,DEU,70469656,0305
2000,-2.114073,DEU,79777608,0305
2001,-1.898988,DEU,69559864,0305
2002,-1.897604,DEU,64579536,0305
2003,-1.816552,DEU,76912976,0305
2004,-1.883999,DEU,86946896,0305
2005,-1.748858,DEU,99232312,0305
2006,-1.639416,DEU,133095784,0305
2007,-1.725672,DEU,156101872,0305
2008,-1.461702,DEU,168090576,0305
2009,-1.540371,DEU,210466832,0305
2010,-1.610389,DEU,228824352,0305
2011,-1.650741,DEU,310369504,0305
2012,-1.630301,DEU,279532832,0305
2013,-1.587831,DEU,322158688,0305
2014,-1.67168,DEU,381256576,0305
2015,-1.630651,DEU,338110912,0305
2016,-1.509258,DEU,379533792,0305
2017,-1.456988,DEU,401750048,0305
2018,-1.581543,DEU,394124320,0305
2019,-1.558566,DEU,382196064,0305
2020,-1.437745,DEU,366786080,0305
1995,-2.155117,GRC,12740954,0305
1996,-2.192788,GRC,11378307,0305
1997,-2.061923,GRC,10316824,0305
1998,-2.023913,GRC,11013844,0305
1999,-1.924948,GRC,12022276,0305
2000,-2.114073,GRC,6568688,0305
2001,-1.898988,GRC,6429792,0305
2002,-1.897604,GRC,11991587,0305
2003,-1.816552,GRC,14025001,0305
2004,-1.883999,GRC,15449616,0305
2005,-1.748858,GRC,5978494,0305
2006,-1.639416,GRC,7107863,0305
2007,-1.725672,GRC,6084576,0305
2008,-1.461702,GRC,7378008,0305
2009,-1.540371,GRC,5682189,0305
2010,-1.610389,GRC,12423587,0305
2011,-1.650741,GRC,49146072,0305
2012,-1.630301,GRC,57145588,0305
2013,-1.587831,GRC,36880636,0305
2014,-1.67168,GRC,43193616,0305
2015,-1.630651,GRC,43465020,0305
2016,-1.509258,GRC,68503256,0305
2017,-1.456988,GRC,65977120,0305
2018,-1.581543,GRC,88558344,0305
2019,-1.558566,GRC,44260788,0305
2020,-1.437745,GRC,67034580,0305
1995,-2.276173,DEU,40686120,0306
1996,-2.202364,DEU,53803748,0306
1997,-2.343615,DEU,43490396,0306
1998,-2.055524,DEU,48694396,0306
1999,-1.998101,DEU,62887472,0306
2000,-1.915876,DEU,58460476,0306
2001,-1.962878,DEU,55341732,0306
2002,-1.804156,DEU,69359632,0306
2003,-1.769706,DEU,72502096,0306
2004,-1.87061,DEU,84862392,0306
2005,-1.948576,DEU,93245960,0306
2006,-1.813781,DEU,102674024,0306
2007,-1.64859,DEU,134233712,0306
2008,-1.659413,DEU,156393648,0306
2009,-1.502135,DEU,121936440,0306
2010,-1.762266,DEU,142289296,0306
2011,-1.634673,DEU,150299104,0306
2012,-1.673422,DEU,169182768,0306
2013,-1.618623,DEU,186476096,0306
2014,-1.786634,DEU,187848896,0306
2015,-1.853551,DEU,167505632,0306
2016,-1.73222,DEU,180977072,0306
2017,-1.961352,DEU,118883920,0306
2018,-1.849086,DEU,125995912,0306
2019,-1.831656,DEU,116033448,0306
2020,-2.161338,DEU,91746504,0306
1995,-2.276173,GRC,4482352,0306
1996,-2.202364,GRC,6403185,0306
1997,-2.343615,GRC,6310430,0306
1998,-2.055524,GRC,7917898,0306
1999,-1.998101,GRC,5774044,0306
2000,-1.915876,GRC,4367041,0306
2001,-1.962878,GRC,4447034,0306
2002,-1.804156,GRC,5922752,0306
2003,-1.769706,GRC,7148138,0306
2004,-1.87061,GRC,14453201,0306
2005,-1.948576,GRC,13482655,0306
2006,-1.813781,GRC,16298152,0306
2007,-1.64859,GRC,21900168,0306
2008,-1.659413,GRC,22364438,0306
2009,-1.502135,GRC,12166780,0306
2010,-1.762266,GRC,14056781,0306
2011,-1.634673,GRC,14229809,0306
2012,-1.673422,GRC,9383291,0306
2013,-1.618623,GRC,13237869,0306
2014,-1.786634,GRC,14982190,0306
2015,-1.853551,GRC,17583826,0306
2016,-1.73222,GRC,20329810,0306
2017,-1.961352,GRC,13651566,0306
2018,-1.849086,GRC,13958160,0306
2019,-1.831656,GRC,18540094,0306
2020,-2.161338,GRC,16407967,0306
1995,-2.196274,DEU,15281882,0307
1996,-2.122032,DEU,23831268,0307
1997,-2.188925,DEU,19969184,0307
1998,-2.083075,DEU,26990996,0307
1999,-1.933643,DEU,20757172,0307
2000,-2.032015,DEU,20521588,0307
2001,-1.706347,DEU,16618474,0307
2002,-2.014347,DEU,8315773,0307
2003,-1.928618,DEU,20335944,0307
2004,-1.833404,DEU,26071794,0307
2005,-1.939648,DEU,26243828,0307
2006,-1.766251,DEU,27978342,0307
2007,-1.737307,DEU,23662208,0307
2008,-1.643127,DEU,34230588,0307
2009,-1.662856,DEU,28078234,0307
2010,-1.786649,DEU,22185236,0307
2011,-1.67058,DEU,48503712,0307
2012,-1.674547,DEU,36369912,0307
2013,-1.545844,DEU,35892404,0307
2014,-1.508841,DEU,52914944,0307
2015,-1.708635,DEU,59802704,0307
2016,-1.686606,DEU,72641096,0307
2017,-1.693374,DEU,51042492,0307
2018,-1.671735,DEU,57107324,0307
2019,-1.813574,DEU,63072140,0307
2020,-1.76911,DEU,34808672,0307
1995,-2.196274,GRC,20366774,0307
1996,-2.122032,GRC,21017968,0307
1997,-2.188925,GRC,18143324,0307
1998,-2.083075,GRC,16775626,0307
1999,-1.933643,GRC,21400366,0307
2000,-2.032015,GRC,14216022,0307
2001,-1.706347,GRC,14136824,0307
2002,-2.014347,GRC,19015758,0307
2003,-1.928618,GRC,23112704,0307
2004,-1.833404,GRC,33160346,0307
2005,-1.939648,GRC,30196820,0307
2006,-1.766251,GRC,38903736,0307
2007,-1.737307,GRC,40201268,0307
2008,-1.643127,GRC,34863532,0307
2009,-1.662856,GRC,28617638,0307
2010,-1.786649,GRC,32397562,0307
2011,-1.67058,GRC,39130424,0307
2012,-1.674547,GRC,31508418,0307
2013,-1.545844,GRC,33383016,0307
2014,-1.508841,GRC,35642276,0307
2015,-1.708635,GRC,33816024,0307
2016,-1.686606,GRC,37749124,0307
2017,-1.693374,GRC,29284382,0307
2018,-1.671735,GRC,25484494,0307
2019,-1.813574,GRC,29889692,0307
2020,-1.76911,GRC,20236356,0307
1995,0.356153,DEU,1147054208,0401
1996,0.401677,DEU,1105299200,0401
1997,0.390705,DEU,994609280,0401
1998,0.322768,DEU,1053490560,0401
1999,0.484297,DEU,1037392320,0401
2000,0.24633,DEU,827724288,0401
2001,0.729155,DEU,869781888,0401
2002,0.545205,DEU,809416512,0401
2003,0.255738,DEU,978062976,0401
2004,0.166397,DEU,1305391104,0401
2005,-0.013374,DEU,1291023104,0401
2006,0.166212,DEU,1278513024,0401
2007,0.166163,DEU,1511414784,0401
2008,0.080115,DEU,1715997440,0401
2009,0.073242,DEU,1456431488,0401
2010,0.060727,DEU,1561235712,0401
2011,0.017402,DEU,1748119040,0401
2012,-0.121055,DEU,1393401216,0401
2013,-0.087517,DEU,1651295104,0401
2014,-0.149486,DEU,1732772480,0401
2015,-0.287231,DEU,1236813952,0401
2016,-0.166101,DEU,1280157312,0401
2017,-0.001992,DEU,1444602240,0401
2018,-0.025063,DEU,1440445056,0401
2019,-0.05833,DEU,1422796032,0401
2020,0.05038,DEU,1337383424,0401
1995,0.356153,GRC,454716,0401
1996,0.401677,GRC,584240,0401
1997,0.390705,GRC,645297,0401
1998,0.322768,GRC,893778,0401
1999,0.484297,GRC,1296046,0401
2000,0.24633,GRC,532239,0401
2001,0.729155,GRC,316934,0401
2002,0.545205,GRC,216015,0401
2003,0.255738,GRC,325250,0401
2004,0.166397,GRC,459270,0401
2005,-0.013374,GRC,854788,0401
2006,0.166212,GRC,1445734,0401
2007,0.166163,GRC,2982827,0401
2008,0.080115,GRC,1377900,0401
2009,0.073242,GRC,2577678,0401
2010,0.060727,GRC,8383055,0401
2011,0.017402,GRC,3432006,0401
2012,-0.121055,GRC,1541120,0401
2013,-0.087517,GRC,4314740,0401
2014,-0.149486,GRC,4252392,0401
2015,-0.287231,GRC,8145569,0401
2016,-0.166101,GRC,4745360,0401
2017,-0.001992,GRC,6312226,0401
2018,-0.025063,GRC,11007588,0401
2019,-0.05833,GRC,8463422,0401
2020,0.05038,GRC,6685165,0401
1995,0.066799,DEU,1599690880,0402
1996,-0.436297,DEU,1564969344,0402
1997,-0.083711,DEU,1237285632,0402
1998,-0.21178,DEU,1152670976,0402
1999,-0.473505,DEU,1089867008,0402
2000,-0.513105,DEU,999716480,0402
2001,-0.714025,DEU,1007975808,0402
2002,-0.527115,DEU,703625088,0402
2003,-0.857985,DEU,1038286336,0402
2004,-0.792724,DEU,1061191808,0402
2005,-0.636381,DEU,1043632448,0402
2006,-0.936292,DEU,887196992,0402
2007,-0.759485,DEU,1387905152,0402
2008,-0.742664,DEU,1442219776,0402
2009,-1.129014,DEU,1034453184,0402
2010,-0.801956,DEU,1217438336,0402
2011,-0.709428,DEU,1622279040,0402
2012,-0.74512,DEU,1525256192,0402
2013,-0.854652,DEU,1818420608,0402
2014,-0.812896,DEU,2089160960,0402
2015,-0.675489,DEU,1441515392,0402
2016,-0.793352,DEU,1265340032,0402
2017,-0.834097,DEU,1503108096,0402
2018,-0.838827,DEU,1323530496,0402
2019,-0.72772,DEU,1544179712,0402
2020,-0.270562,DEU,1554092416,0402
1995,0.066799,GRC,2742116,0402
1996,-0.436297,GRC,1460030,0402
1997,-0.083711,GRC,676737,0402
1998,-0.21178,GRC,1264564,0402
1999,-0.473505,GRC,2916470,0402
2000,-0.513105,GRC,1452055,0402
2001,-0.714025,GRC,2446260,0402
2002,-0.527115,GRC,1940159,0402
2003,-0.857985,GRC,1497735,0402
2004,-0.792724,GRC,3960334,0402
2005,-0.636381,GRC,8624920,0402
2006,-0.936292,GRC,4082398,0402
2007,-0.759485,GRC,5478330,0402
2008,-0.742664,GRC,8540789,0402
2009,-1.129014,GRC,9465317,0402
2010,-0.801956,GRC,9496366,0402
2011,-0.709428,GRC,8429377,0402
2012,-0.74512,GRC,11769978,0402
2013,-0.854652,GRC,9818895,0402
2014,-0.812896,GRC,8066722,0402
2015,-0.675489,GRC,10085611,0402
2016,-0.793352,GRC,8424931,0402
2017,-0.834097,GRC,8070072,0402
2018,-0.838827,GRC,13123601,0402
2019,-0.72772,GRC,12992598,0402
2020,-0.270562,GRC,11419203,0402
1995,-0.04861,DEU,338959840,0403
1996,0.026225,DEU,389335456,0403
1997,-0.056298,DEU,528994752,0403
1998,0.113103,DEU,526537504,0403
1999,0.436928,DEU,429494368,0403
2000,0.202598,DEU,394559360,0403
2001,0.150613,DEU,406302656,0403
2002,0.122283,DEU,416491104,0403
2003,0.230443,DEU,489279936,0403
2004,0.291211,DEU,561659648,0403
2005,0.364881,DEU,744279808,0403
2006,0.215965,DEU,699838016,0403
2007,0.231001,DEU,834124864,0403
2008,0.352781,DEU,940831872,0403
2009,0.128196,DEU,814376704,0403
2010,0.179183,DEU,785067456,0403
2011,-0.135394,DEU,885929600,0403
2012,0.09282,DEU,865312576,0403
2013,-0.045371,DEU,974554304,0403
2014,-0.049943,DEU,997681664,0403
2015,-0.053624,DEU,856443712,0403
2016,0.152719,DEU,863467904,0403
2017,-0.004602,DEU,919234944,0403
2018,-0.148511,DEU,946362304,0403
2019,-0.231727,DEU,938191552,0403
2020,-0.040553,DEU,940733568,0403
1995,-0.04861,GRC,16845224,0403
1996,0.026225,GRC,16395673,0403
1997,-0.056298,GRC,16768674,0403
1998,0.113103,GRC,18527720,0403
1999,0.436928,GRC,15958176,0403
2000,0.202598,GRC,16449021,0403
2001,0.150613,GRC,18318632,0403
2002,0.122283,GRC,24418084,0403
2003,0.230443,GRC,31173224,0403
2004,0.291211,GRC,48778156,0403
2005,0.364881,GRC,48765364,0403
2006,0.215965,GRC,61282000,0403
2007,0.231001,GRC,84010072,0403
2008,0.352781,GRC,83654760,0403
2009,0.128196,GRC,65089304,0403
2010,0.179183,GRC,67835760,0403
2011,-0.135394,GRC,74943464,0403
2012,0.09282,GRC,80326824,0403
2013,-0.045371,GRC,102618680,0403
2014,-0.049943,GRC,141866208,0403
2015,-0.053624,GRC,148316464,0403
2016,0.152719,GRC,147653824,0403
2017,-0.004602,GRC,183207456,0403
2018,-0.148511,GRC,213107600,0403
2019,-0.231727,GRC,212672688,0403
2020,-0.040553,GRC,235088912,0403
1995,0.820808,DEU,136448048,0404
1996,1.151721,DEU,147810624,0404
1997,0.841299,DEU,119763200,0404
1998,1.160734,DEU,153774624,0404
1999,0.953305,DEU,128874584,0404
2000,0.74848,DEU,148640672,0404
2001,1.017618,DEU,194201968,0404
2002,0.523281,DEU,155085056,0404
2003,0.807685,DEU,190951440,0404
2004,0.717371,DEU,323342816,0404
2005,0.708231,DEU,390468736,0404
2006,0.643318,DEU,461458848,0404
2007,0.89322,DEU,820024512,0404
2008,0.577665,DEU,562875776,0404
2009,0.880138,DEU,432570496,0404
2010,0.776855,DEU,570102208,0404
2011,0.538849,DEU,682683840,0404
2012,0.529746,DEU,674927936,0404
2013,0.387016,DEU,768356096,0404
2014,0.340085,DEU,773536256,0404
2015,0.352536,DEU,509498080,0404
2016,0.276921,DEU,428823520,0404
2017,0.472176,DEU,529234688,0404
2018,0.490392,DEU,523146592,0404
2019,0.842015,DEU,567003328,0404
2020,0.502303,DEU,607437248,0404
1995,0.820808,GRC,92489,0404
1996,1.151721,GRC,130023,0404
1997,0.841299,GRC,195148,0404
1998,1.160734,GRC,243175,0404
1999,0.953305,GRC,265058,0404
2000,0.74848,GRC,426232,0404
2001,1.017618,GRC,995097,0404
2002,0.523281,GRC,886559,0404
2003,0.807685,GRC,1225130,0404
2004,0.717371,GRC,1624236,0404
2005,0.708231,GRC,3078438,0404
2006,0.643318,GRC,2828716,0404
